"id","post_id","channel_type","post_type","post_description","views_count","likes_count","comments_count","shares_count","hashtags","post_datetime","post_time","post_date"
39,Fq2gvUi9pZI,youtube,video,"Staring contest 👁️ GoPro Subscriber Joaquin Fregoni was approached by one of the largest creatures on the planet + went eye-to-eye in this $1,000 clip. Thanks for submitting your incredible 4K underwater wildlife footage to the ""Get Wet, Get Paid"" challenge at GoPro.com/Awards. #GoPro #GoProAwards #WhaleWatching #Whale #HumpbackWhale #WildlifePhotography

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",82286,4204,40,,"GoPro,GoProAwards,WhaleWatching,Whale,HumpbackWhale,WildlifePhotography,GoPro","2023-08-06 15:00:17","15:00:17","2023-08-06"
40,ELPVQ1kaDBQ,youtube,video,"An inside look at life amongst the herd as the group of sheep make moves across the farm 👀 Shot on #GoProHERO11 Black by GoPro Awards recipient + Benn Whitehead while herding. #GoPro #HyperSmooth #GoProAwards #Sheep #SheepHerding #Farm #Farming #Ranch

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",73726,2433,18,,"GoProHERO11,GoPro,HyperSmooth,GoProAwards,Sheep,SheepHerding,Farm,Farming,Ranch,GoPro","2023-08-05 15:00:08","15:00:08","2023-08-05"
41,rKZLa0pzyBY,youtube,video,"Some people dream about driving fast, but GoPro Million Dollar Challenge Award recipient Luca Arici puts rubber to the asphalt. An experienced driver himself, he took a seat behind the wheel of a gas-powered kart with HERO11 Black mounted to his crash helmet. Strap in to experience his POV of a lap full of drifting through high speed corners at his home track in Trento, Italy. Next stop, the F1 grid.

--------------------------------------------------------
Products used in this video:
HERO11 Black: https://GoPro.com/HERO11Black
Enduro Battery: https://GoPro.com/Enduro
Adhesive Mounts: https://GoPro.com/shop/mounts-accessories/curved-plus-flat-adhesive-mounts/AACFT-001.html
64GB SD Card: https://GoPro.com/64SD
--------------------------------------------------------

Shot 100% on GoPro: https://bit.ly/3DJ9cCm
Get stoked and subscribe: http://goo.gl/HgVXpQ

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro #GoProHERO11 #Racing #GoKart #POV #HyperSmooth #GoKarting",39424,1234,72,,"GoPro,GoProHERO11,Racing,GoKart,POV,HyperSmooth,GoKarting","2023-08-04 14:00:39","14:00:39","2023-08-04"
42,uswk2wlX4eE,youtube,video,"#GoProFamily member Victor De Valles was out for a dive in the caves surrounding Ibiza when he stumbled upon this perfect column of light. This kind of natural underwater lighting is his speciality + he sure did take advantage. Feast your eyes on his stunning #GoProHERO11 Black footage from the crystal-clear Spanish waters. #GoPro #GoProAwards #HyperSmooth #Diving #FreeDiving #Ibiza

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",39714,2189,18,,"GoProFamily,GoProHERO11,GoPro,GoProAwards,HyperSmooth,Diving,FreeDiving,Ibiza,GoPro","2023-08-03 16:20:00","16:20:00","2023-08-03"
43,"7ua253Er28o",youtube,video,"Wait for it... We mounted a GoPro to the wing of a Top Fuel car to experience the raw power of accelerating to 300 miles per hour in just 5 seconds during a drag race. The results blew us away, and tried to blow the camera away. Want to see more drag racing? #GoPro #GoProMoto #DragRacing #Racing #Dragster #TopFuel #NHRA

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",178740,6166,56,,"GoPro,GoProMoto,DragRacing,Racing,Dragster,TopFuel,NHRA,GoPro","2023-08-02 14:00:08","14:00:08","2023-08-02"
44,ruDqYT9ikOw,youtube,video,"Joining the pack 🦈 ""Get Wet, Get Paid"" challenge award recipient Tatsuro Yamada went scuba diving alongside this shiver of sharks + earned $1,000 for submitting the #GoProHERO11 Black encounter to GoPro.com/Awards. #GoPro #SharkWeek #Sharks #HammerheadShark #Shark #Hammerhead

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",44881,2259,11,,"GoProHERO11,GoPro,SharkWeek,Sharks,HammerheadShark,Shark,Hammerhead,GoPro","2023-07-30 14:00:39","14:00:39","2023-07-30"
45,ZdZbw-whe7Q,youtube,video,"Lights, camera, cash 🤑 GoPro Million Dollar Challenge award recipient Zack Zhao earned $18,181 for this wild showcase of hand-eye coordination with a Chinese yoyo. Shot on #GoProHERO11 Black. #GoPro #GoProAwards #HyperSmooth #Juggling #Diabolo #Taipei

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",41188,1242,11,,"GoProHERO11,GoPro,GoProAwards,HyperSmooth,Juggling,Diabolo,Taipei,GoPro","2023-07-29 14:00:34","14:00:34","2023-07-29"
46,Vk4JOQ0MUT0,youtube,video,"GoPro Athlete Anthony Walsh hails from Australia's Gold Coast, but it can be hard to pin down his exact location as his surf travel takes him around the world in search of the best waves + empty lineups. We caught up with him in Indonesia for a sunrise session of hollow barrels, glassy conditions, + beautiful visions.

--------------------------------------------------------
Products used in this video:
HERO11 Black Mini: https://GoPro.com/HERO11Mini
Surfboard Mounts: https://GoPro.com/shop/mounts-accessories/surfboard-camera-mounts/ASURF-001.html
Bite Mount: https://GoPro.com/shop/mounts-accessories/bite-mount/ABITM-001.html
Handler Floating Grip: https://GoPro.com/Handler
--------------------------------------------------------

Shot 100% on GoPro: https://bit.ly/3Yf5gSY
Get stoked and subscribe: http://goo.gl/HgVXpQ

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro #GoProHERO11 #GoProSurf #HyperSmooth #Surfing #Surf #Indonesia",42996,1408,41,,"GoPro,GoProHERO11,GoProSurf,HyperSmooth,Surfing,Surf,Indonesia","2023-07-28 19:34:36","19:34:36","2023-07-28"
47,amoDlBEND0U,youtube,video,"It's a Sharknado 🌪️😵‍💫 GoPro Subscriber Joshua Shankle hopped in the water for this mesmerizing video + is taking home $1,000 for submitting it to the ""Get Wet, Get Paid"" challenge at GoPro.com/Awards. #GoPro #HyperSmooth #GoProAwards #GoProHERO11 #Sharks #Shark #FreeDiving

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",39391,2338,30,,"GoPro,HyperSmooth,GoProAwards,GoProHERO11,Sharks,Shark,FreeDiving,GoPro","2023-07-26 14:00:02","14:00:02","2023-07-26"
48,"4sDq7TjHrSE",youtube,video,"GoPro Awards recipient David Rauchenberger has created the most unique GoPro production sets the world has ever seen. Last year was the ""Million Dollar Challenge Machine"", so what would you call this year's? He spent weeks ideating on how to build a film set that could incorporate bullet-time + slo mo videos into one shot and this is what the master-builder came up with. Oh yeah, he also earned a $18,181 GoPro Award for his efforts via a second appearance in the Million Dollar Challenge Highlight 👉 https://youtu.be/0VfW6-1DM8Y

--------------------------------------------------------
Products used in this video:
HERO11 Black: https://GoPro.com/HERO11Black
HERO11 Black Mini: https://GoPro.com/HERO11Mini
64GB SD Card: https://GoPro.com/64SD
Enduro Battery: https://GoPro.com/Enduro
--------------------------------------------------------

Shot 100% on GoPro: https://bit.ly/44z1xCo
Get stoked and subscribe: http://goo.gl/HgVXpQ

Music Courtesy of Music Bed
https://www.musicbed.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro #GoProAwards #HyperSmooth #SloMo #SlowMotion #BulletTime",20808,743,56,,"GoPro,GoProAwards,HyperSmooth,SloMo,SlowMotion,BulletTime","2023-07-24 14:00:06","14:00:06","2023-07-24"
49,hAf2PJf6ScI,youtube,video,"The beauty + importance of these apex predators of the sea cannot be overstated. #GoProFamily member Alex Kydd takes us up close + personal for an encounter with a large white shark on a recent free dive in Australia's Neptune Islands. #GoPro #HyperSmooth #Shark #Sharks #Diving #SharkDiving

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",87593,2755,43,,"GoProFamily,GoPro,HyperSmooth,Shark,Sharks,Diving,SharkDiving,GoPro","2023-07-23 14:00:26","14:00:26","2023-07-23"
50,DT-M1PoCmFg,youtube,video,"🗣️ Let's go golfing ⛳️ #GoProFamily member Jay Christensen put his #GoProFPV talents to the test when he decided to hit the golf course + track a race drone behind a tee shot. The results will blow your mind 🤯 Shot on #GoProHERO11 Black. #GoPro #HyperSmooth #GoProAwards #Golf #Golfing #LasVegas #Vegas

Special thanks to Wynn Hotels.

For more GoPro videos, subscribe to our channel 👉 http://goo.gl/HgVXpQ
GoPro HERO11 Black 👉 https://GoPro.com/HERO11Black

Shot 100% on GoPro

Music Courtesy of Epidemic Sound
https://www.epidemicsound.com/

For more from GoPro, follow us:
Facebook: https://www.facebook.com/gopro
Twitter: https://twitter.com/gopro
Instagram: https://instagram.com/gopro
TikTok: https://www.tiktok.com/@gopro
The Current: https://gopro.com/news
GoPro: https://gopro.com/channel/
#GoPro",75111,1953,18,,"GoProFamily,GoProFPV,GoProHERO11,GoPro,HyperSmooth,GoProAwards,Golf,Golfing,LasVegas,Vegas,GoPro","2023-07-22 14:00:08","14:00:08","2023-07-22"
51,"7286605136984624430",tiktok,video,Spa day 💅 Just your daily reminder that our cameras clean up nice #gopro #carwash #carwashing #fyp #pov #wash ,5728,434,20,0,"gopro,carwash,carwashing,fyp,pov,wash","2023-10-05 22:29:38","22:29:38","2023-10-05"
52,"7286108175550434603",tiktok,video,Happy World Animal Day 🐘 Share this with a friend to celebrate. Captured by @JC Pieri #gopro #elephant #africa #safari #stampede #closecall #elephants #wildlifephotography ,7073,467,12,3,"gopro,elephant,africa,safari,stampede,closecall,elephants,wildlifephotography","2023-10-04 14:21:18","14:21:18","2023-10-04"
53,"7285006864960572715",tiktok,video,Human slingshot engaged 🦅 POV from Sajid Chougle’s #GoProMAX in Norway. #gopro #pov #base #basejump #basejumping #slingshot ,1700000,57100,278,535,"GoProMAX,gopro,pov,base,basejump,basejumping,slingshot","2023-10-01 15:07:32","15:07:32","2023-10-01"
54,"7283888109685804334",tiktok,video,Full speed ahead with @Korbinian_Engstler 💨 #gopro #bike #mtb #downhillmtb #speed #mountainbike #mountainbiking #pov,503800,20000,181,866,"gopro,bike,mtb,downhillmtb,speed,mountainbike,mountainbiking,pov","2023-09-28 14:46:11","14:46:11","2023-09-28"
55,"7283189455513537834",tiktok,video,Timing is eveything 🏌️‍♂️ #GoProFPV by @Jay Christensen #gopro #fpv #fpvdrone #goof #golftok #golfing #golftiktok #golftips ,691900,54500,139,636,"GoProFPV,gopro,fpv,fpvdrone,goof,golftok,golfing,golftiktok,golftips","2023-09-26 17:35:03","17:35:03","2023-09-26"
56,"7282145102137396522",tiktok,video,Welcome to Norway 🪂 🎬 @Villo’ with #GoProMAX ,4300000,247200,1265,3829,GoProMAX,"2023-09-23 22:02:22","22:02:22","2023-09-23"
